Centre Id,Center,Type,Activity,Org,Lat,Long
HM0292,Bhoundou Hollad?,4,null,null,11.9879,-12.3257
HM0834,D?mou Yahah,4,null,null,11.9975,-12.3667
HM0046,Dombiadji,4,null,null,12.0073,-13.5015
GN-STF123,Kolia - Poste de Sant?,Health Center (Poste de Sant?),null,Plan Guin?e (Plan International),12.009009,-12.898491
HM0294,Gayah,Health Center,null,GOV,12.0135,-12.4269
HM0296,Madina Wora,Health Center,null,GOV,12.0279,-12.4974
HM0293,Bara-Centre,4,null,null,12.0363,-12.2618
HM0043,Boukouna,4,null,null,12.0447,-12.8797
HM0575,Soumbaraya,3,null,null,12.0625,-9.45709
HM0298,Kalonso,4,null,null,12.0639,-12.672
HM0044,Boki,4,null,null,12.0717,-12.8727
HM0290,Mali-Plateau,3,null,null,12.0773,-12.299
HM0289,Dps,1,null,null,12.0779,-12.2986
HM0297,Daly,4,null,null,12.0833,-12.5353
HM0291,Hor? Fello,3,null,null,12.0837,-12.289
HM0573,Fidako,4,null,null,12.1027,-9.1723
HM0295,L?b?k?r?,Health Center,null,GOV,12.1221,-12.3951
HM0055,Poste Sant? Foulamory,Poste Sant?,null,GOV,12.1605,-13.8402
HM0214,Kiffaya,4,null,null,12.1775,-13.0658
HM0054,Poste Sant? Kithiar,Poste Sant?,null,null,12.1791,-13.6866
GN-STF103,Balaki,Health Center,null,GOV,12.2085,-11.721
HM0571,Balandougou,4,null,null,12.2765,-9.01538
HM0570,Niagassola Centre de Sant?,3 - Health Centre,null,GOV,12.3127,-9.122191
HM0205,Termess?,Health Center,null,null,12.3177,-12.787
HM0705,Guilaotazou,4,null,null,12.3283,-9.07397
HM0212,Sinthian-Path?,3,null,null,12.3757,-13.3335
HM0213,Guingan,Health Center,null,null,12.387299,-12.962
HM0211,Kamaby 2,Health Center,null,null,12.3979,-13.4082
HM0206,Sar?bo?do Centre de Sant?,3 - Health Center,HIV testing,GOV,12.4033,-13.5293
HM0835,Mangaba,4,null,null,12.456101,-13.2616
GN-STF021,Hopital Pr?fectoral Koundara,Hospital,null,null,12.485154,-13.298509
HM0210,Mosqu?e (Koundara) Centre de Sant?,3 - Health Centre,null,GOV,12.4861,-13.2962
HM0209,Centre Hospitalier,Hospital,null,GOV,12.4917,-13.2992
HM0207,Sambald?,Health Centre,null,null,12.5077,-13.3682
HM0204,Youkounkoun,Health Center,null,null,12.5337,-13.1209
HM0208,Missirah,4,null,null,12.6219,-13.6897
